"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000253485.2","HAVANA","gene",NA,NA,"ENSG00000253485.2","protein_coding","PCDHGA5","2","HGNC:8703","OTTHUMG00000163683.2",-1.31160132899719,0.115662569662157,-2.12037743299333,0.0344308734056658,0.464838867927741,-3.79755628987937
"ENSG00000253716.6","HAVANA","gene",NA,NA,"ENSG00000253716.6","lncRNA","MINCR","1","HGNC:51653","OTTHUMG00000164976.3",0.866520319903358,2.03031838222511,2.11992347384227,0.0344693252118139,0.464838867927741,-3.98984634958838
"ENSG00000169218.14","HAVANA","gene",NA,NA,"ENSG00000169218.14","protein_coding","RSPO1","2","HGNC:21679","OTTHUMG00000004321.5",-1.89918414095042,-0.525977912309462,-2.11985728407254,0.0344749347710601,0.464838867927741,-3.78646834635073
"ENSG00000092036.18","HAVANA","gene",NA,NA,"ENSG00000092036.18","protein_coding","HAUS4","2","HGNC:20163","OTTHUMG00000028710.8",0.448475074283662,3.24802352774833,2.11965189076434,0.0344923467595063,0.464838867927741,-4.08858244374726
"ENSG00000131097.7","HAVANA","gene",NA,NA,"ENSG00000131097.7","protein_coding","HIGD1B","1","HGNC:24318","OTTHUMG00000179864.3",-0.781431375823184,-0.365913698726845,-2.11933937408776,0.0345188544643496,0.464850487385439,-3.80005839489238
"ENSG00000092531.10","HAVANA","gene",NA,NA,"ENSG00000092531.10","protein_coding","SNAP23","1","HGNC:11131","OTTHUMG00000130625.7",0.455774462315232,3.61740305289546,2.11849273032974,0.0345907545935021,0.46547291593305,-4.13735082436144
"ENSG00000163655.16","HAVANA","gene",NA,NA,"ENSG00000163655.16","protein_coding","GMPS","2","HGNC:4378","OTTHUMG00000158551.3",-0.507857524757653,6.86350402097917,-2.11781548913549,0.0346483607427195,0.46590221574372,-4.29118496834345
"ENSG00000146938.16","HAVANA","gene",NA,NA,"ENSG00000146938.16","protein_coding","NLGN4X","2","HGNC:14287","OTTHUMG00000021093.3",1.38029600033285,1.48325647251017,2.11739283227474,0.0346843535706383,0.466040469104069,-3.99790439656149
"ENSG00000101266.19","HAVANA","gene",NA,NA,"ENSG00000101266.19","protein_coding","CSNK2A1","2","HGNC:2457","OTTHUMG00000031636.13",-0.430692618585922,7.03474567026615,-2.11663536855879,0.0347489381754069,0.466562409901797,-4.29618169007686
"ENSG00000232310.8","HAVANA","gene",NA,NA,"ENSG00000232310.8","lncRNA","AL078590.2","2",NA,"OTTHUMG00000015620.14",-0.969273911168879,-1.57924688854518,-2.11604088773251,0.0347996982698488,0.466837573465591,-3.79345984508776
"ENSG00000149716.13","HAVANA","gene",NA,NA,"ENSG00000149716.13","protein_coding","LTO1","1","HGNC:17589","OTTHUMG00000167885.6",0.703706048746851,4.18901907708218,2.11563036492371,0.0348347880536891,0.466837573465591,-4.22523058279044
"ENSG00000273137.1","HAVANA","gene",NA,NA,"ENSG00000273137.1","lncRNA","AL022328.2","2",NA,"OTTHUMG00000186125.1",0.856265104051059,-1.60736234750092,2.11549111555806,0.0348466973904306,0.466837573465591,-3.81286961580805
"ENSG00000168000.14","HAVANA","gene",NA,NA,"ENSG00000168000.14","protein_coding","BSCL2","1","HGNC:15832","OTTHUMG00000150624.7",0.605761717727105,0.805620779175232,2.11500839092584,0.0348880095312743,0.467045835128418,-3.87648006358414
"ENSG00000148339.12","HAVANA","gene",NA,NA,"ENSG00000148339.12","protein_coding","SLC25A25","1","HGNC:20663","OTTHUMG00000020736.2",0.633719857347032,4.32735745022617,2.11388792909976,0.0349840616384791,0.467986052589722,-4.23702421317222
"ENSG00000179532.13","HAVANA","gene",NA,NA,"ENSG00000179532.13","protein_coding","DNHD1","1","HGNC:26532","OTTHUMG00000133403.7",0.695604154374311,2.85446099225436,2.11285890174215,0.0350724748398635,0.468822772085078,-4.07697509318015
"ENSG00000157570.12","HAVANA","gene",NA,NA,"ENSG00000157570.12","protein_coding","TSPAN18","1","HGNC:20660","OTTHUMG00000163883.5",-0.899572863370225,4.20433159757439,-2.11137971098761,0.0351999007721988,0.470179367278463,-4.06095461315723
"ENSG00000236790.6","HAVANA","gene",NA,NA,"ENSG00000236790.6","lncRNA","LINC00299","2","HGNC:27940","OTTHUMG00000112455.16",1.0421633367527,-1.14452378708716,2.11088526638105,0.0352425833235743,0.470402846335131,-3.83282344469875
"ENSG00000138134.12","HAVANA","gene",NA,NA,"ENSG00000138134.12","protein_coding","STAMBPL1","2","HGNC:24105","OTTHUMG00000018702.3",0.682004565798185,2.0826347725471,2.11009767539973,0.0353106629830708,0.47096473674109,-3.99603827557356
"ENSG00000155368.16","HAVANA","gene",NA,NA,"ENSG00000155368.16","protein_coding","DBI","1","HGNC:2690","OTTHUMG00000131403.4",-0.789052798121764,7.25854207264054,-2.10962950129207,0.0353511854393976,0.471099915635268,-4.30944785037107
"ENSG00000182472.9","HAVANA","gene",NA,NA,"ENSG00000182472.9","protein_coding","CAPN12","2","HGNC:13249","OTTHUMG00000182525.3",1.13085458765256,0.00391337955101937,2.10935215118452,0.0353752100337153,0.471099915635268,-3.87226633551675
"ENSG00000162931.12","HAVANA","gene",NA,NA,"ENSG00000162931.12","protein_coding","TRIM17","2","HGNC:13430","OTTHUMG00000039974.6",1.37388264850484,0.87495254734489,2.10908033410944,0.0353987689007633,0.471099915635268,-3.94149025025625
"ENSG00000135002.12","HAVANA","gene",NA,NA,"ENSG00000135002.12","protein_coding","RFK","2","HGNC:30324","OTTHUMG00000020040.3",-0.535862196114675,4.73375097376872,-2.10875336179605,0.035427125956637,0.471131390381513,-4.17546769521499
"ENSG00000009844.16","HAVANA","gene",NA,NA,"ENSG00000009844.16","protein_coding","VTA1","2","HGNC:20954","OTTHUMG00000015707.4",-0.485444123322185,5.86827515737365,-2.10725746296783,0.035557107536162,0.472296943048927,-4.27951302640794
"ENSG00000221978.12","HAVANA","gene",NA,NA,"ENSG00000221978.12","protein_coding","CCNL2","2","HGNC:20570","OTTHUMG00000002917.7",0.596149524662476,6.1889274798493,2.10714514705567,0.035566883331225,0.472296943048927,-4.31616700879176
"ENSG00000114805.18","HAVANA","gene",NA,NA,"ENSG00000114805.18","protein_coding","PLCH1","2","HGNC:29185","OTTHUMG00000158477.4",-2.75953329867548,2.43134428054774,-2.10637588454495,0.0356339005178878,0.472840469097536,-3.83915313712316
"ENSG00000204397.8","HAVANA","gene",NA,NA,"ENSG00000204397.8","protein_coding","CARD16","2","HGNC:33701","OTTHUMG00000166157.3",0.889863821775445,1.93635192207486,2.10582097808862,0.0356823103115844,0.472943350943004,-4.00783123500533
"ENSG00000066735.14","HAVANA","gene",NA,NA,"ENSG00000066735.14","protein_coding","KIF26A","2","HGNC:20226","OTTHUMG00000154986.3",-1.107583570151,1.79575628149293,-2.10568893691615,0.0356938378070192,0.472943350943004,-3.8624936010223
"ENSG00000005486.17","HAVANA","gene",NA,NA,"ENSG00000005486.17","protein_coding","RHBDD2","1","HGNC:23082","OTTHUMG00000156435.5",0.587713442486546,6.62386507092456,2.10477010813547,0.035774141894053,0.473557404545493,-4.31934315838178
"ENSG00000198799.12","HAVANA","gene",NA,NA,"ENSG00000198799.12","protein_coding","LRIG2","2","HGNC:20889","OTTHUMG00000012133.4",-0.41512669682567,4.62286012513999,-2.10456106809049,0.0357924332024344,0.473557404545493,-4.18303697959251
"ENSG00000272079.2","HAVANA","gene",NA,NA,"ENSG00000272079.2","lncRNA","AC004233.2","2",NA,"OTTHUMG00000185716.3",-1.30477252904254,1.0545253709208,-2.10392861145623,0.0358478227951109,0.473787305439689,-3.84457564294132
"ENSG00000063180.9","HAVANA","gene",NA,NA,"ENSG00000063180.9","protein_coding","CA11","2","HGNC:1370","OTTHUMG00000183320.2",1.08792321041993,1.9997401490917,2.10376587710206,0.0358620866745699,0.473787305439689,-4.04919131254403
"ENSG00000104859.15","HAVANA","gene",NA,NA,"ENSG00000104859.15","protein_coding","CLASRP","2","HGNC:17731","OTTHUMG00000150189.5",0.524268752677785,4.67347994098775,2.1025512547807,0.0359687032989254,0.474720062433512,-4.27552428377863
"ENSG00000266094.8","HAVANA","gene",NA,NA,"ENSG00000266094.8","protein_coding","RASSF5","2","HGNC:17609","OTTHUMG00000184616.3",0.850655556140144,4.41337066446361,2.10231646935067,0.035989343426485,0.474720062433512,-4.28010743020602
"ENSG00000188883.5","HAVANA","gene",NA,NA,"ENSG00000188883.5","protein_coding","KLRG2","2","HGNC:24778","OTTHUMG00000157705.3",-2.15742963966603,1.59821266663896,-2.10206729819651,0.0360112592875471,0.474720062433512,-3.84309669478311
"ENSG00000129151.9","HAVANA","gene",NA,NA,"ENSG00000129151.9","protein_coding","BBOX1","2","HGNC:964","OTTHUMG00000166121.6",-2.66710643105449,0.492516177383705,-2.1016327565753,0.0360495067191584,0.474878894470542,-3.82255921390913
"ENSG00000177045.10","HAVANA","gene",NA,NA,"ENSG00000177045.10","protein_coding","SIX5","1","HGNC:10891","OTTHUMG00000172208.5",0.670848928276018,2.65044404871173,2.09944614691533,0.0362424949677231,0.477074410882315,-4.08090630232842
"ENSG00000116560.11","HAVANA","gene",NA,NA,"ENSG00000116560.11","protein_coding","SFPQ","2","HGNC:10774","OTTHUMG00000004157.8",-0.287419777928283,8.34410467722335,-2.0974961761822,0.036415341897386,0.478677704194941,-4.32009303971073
"ENSG00000014164.7","HAVANA","gene",NA,NA,"ENSG00000014164.7","protein_coding","ZC3H3","1","HGNC:28972","OTTHUMG00000165127.3",0.565202613609946,5.13688330241866,2.09747625893931,0.036417111005452,0.478677704194941,-4.31359537620262
"ENSG00000177000.13","HAVANA","gene",NA,NA,"ENSG00000177000.13","protein_coding","MTHFR","2","HGNC:7436","OTTHUMG00000002277.8",0.613038378238846,4.67049518368228,2.09677992260332,0.0364790078325985,0.479143837662087,-4.293811102397
"ENSG00000143891.17","HAVANA","gene",NA,NA,"ENSG00000143891.17","protein_coding","GALM","1","HGNC:24063","OTTHUMG00000102077.5",0.773886039546491,4.12827802174691,2.09591708169347,0.0365558298179084,0.479805192816371,-4.26604293027323
"ENSG00000114405.11","HAVANA","gene",NA,NA,"ENSG00000114405.11","protein_coding","C3orf14","2","HGNC:25024","OTTHUMG00000158704.2",-1.14098897292245,4.52518228779914,-2.09506583411928,0.0366317550152807,0.480453828803892,-4.09820312855939
"ENSG00000110717.13","HAVANA","gene",NA,NA,"ENSG00000110717.13","protein_coding","NDUFS8","1","HGNC:7715","OTTHUMG00000167331.4",0.649428303560168,5.97695771508019,2.09440936006714,0.0366903997790587,0.480826192915615,-4.34143570320122
"ENSG00000008283.16","HAVANA","gene",NA,NA,"ENSG00000008283.16","protein_coding","CYB561","2","HGNC:2571","OTTHUMG00000179116.3",-0.712416302131869,7.60434630389088,-2.09415438212108,0.0367131993266695,0.480826192915615,-4.34267032959337
"ENSG00000120549.18","HAVANA","gene",NA,NA,"ENSG00000120549.18","protein_coding","KIAA1217","1","HGNC:25428","OTTHUMG00000017824.8",-0.537526966818701,7.29184176465425,-2.09343148452077,0.0367779049914402,0.48112192215661,-4.3441933822286
"ENSG00000240891.8","HAVANA","gene",NA,NA,"ENSG00000240891.8","protein_coding","PLCXD2","1","HGNC:26462","OTTHUMG00000159279.5",1.07435690317627,0.202010762683721,2.09330913537005,0.0367888659444478,0.48112192215661,-3.91006875645215
"ENSG00000166265.13","HAVANA","gene",NA,NA,"ENSG00000166265.13","protein_coding","CYYR1","1","HGNC:16274","OTTHUMG00000078689.5",-1.04168173801319,3.94387961483278,-2.09265581227284,0.0368474427605103,0.481540553335984,-4.05260550716444
"ENSG00000077232.18","HAVANA","gene",NA,NA,"ENSG00000077232.18","protein_coding","DNAJC10","2","HGNC:24637","OTTHUMG00000154209.7",-0.470583872382742,7.38683477054511,-2.0919916107354,0.0369070765765403,0.481972384745223,-4.34704785442346
"ENSG00000177464.5","HAVANA","gene",NA,NA,"ENSG00000177464.5","protein_coding","GPR4","2","HGNC:4497","OTTHUMG00000182126.2",-0.725774073021368,2.93002025439645,-2.09115934810035,0.0369819157002948,0.482602018706655,-3.98443149938543
"ENSG00000113805.8","HAVANA","gene",NA,NA,"ENSG00000113805.8","protein_coding","CNTN3","2","HGNC:2173","OTTHUMG00000158813.1",-1.70593937450904,0.816569457327836,-2.0902342164585,0.037065257886467,0.483341629100791,-3.86033079523557
"ENSG00000224531.6","HAVANA","gene",NA,NA,"ENSG00000224531.6","protein_coding","SMIM13","2","HGNC:27356","OTTHUMG00000014253.6",-0.563353525124681,4.30887844185963,-2.08909992566802,0.0371676613647803,0.484328562112155,-4.15854402235958
"ENSG00000119878.6","HAVANA","gene",NA,NA,"ENSG00000119878.6","protein_coding","CRIPT","2","HGNC:14312","OTTHUMG00000128815.3",-0.44936759860465,4.70850208984078,-2.08776528181993,0.0372884618741818,0.484920084799337,-4.22052393125507
"ENSG00000058804.12","HAVANA","gene",NA,NA,"ENSG00000058804.12","protein_coding","NDC1","2","HGNC:25525","OTTHUMG00000008073.2",-0.600478997300854,5.73639876860484,-2.08765528603337,0.0372984326807641,0.484920084799337,-4.3031269799244
"ENSG00000196511.14","HAVANA","gene",NA,NA,"ENSG00000196511.14","protein_coding","TPK1","2","HGNC:17358","OTTHUMG00000152774.11",0.641864321321918,1.88293035108602,2.08749903540117,0.0373126002706169,0.484920084799337,-4.01828337720721
"ENSG00000172992.12","HAVANA","gene",NA,NA,"ENSG00000172992.12","protein_coding","DCAKD","2","HGNC:26238","OTTHUMG00000179947.5",0.53061015215639,5.39752198690927,2.08710947918062,0.0373479421969939,0.484920084799337,-4.34375778836404
"ENSG00000176490.5","HAVANA","gene",NA,NA,"ENSG00000176490.5","protein_coding","DIRAS1","2","HGNC:19127","OTTHUMG00000180439.4",-1.89408054272754,3.07989810204189,-2.08705276492027,0.0373530898984205,0.484920084799337,-3.92341425985498
"ENSG00000143198.13","HAVANA","gene",NA,NA,"ENSG00000143198.13","protein_coding","MGST3","2","HGNC:7064","OTTHUMG00000034627.7",-0.599008233201818,6.59438924920938,-2.08682717619436,0.0373735715803086,0.484920084799337,-4.34705555703197
"ENSG00000131408.15","HAVANA","gene",NA,NA,"ENSG00000131408.15","protein_coding","NR1H2","2","HGNC:7965","OTTHUMG00000183036.8",0.463602754177106,5.93871511851878,2.08634960656442,0.0374169627735465,0.485135813471605,-4.35567487091249
"ENSG00000104177.18","HAVANA","gene",NA,NA,"ENSG00000104177.18","protein_coding","MYEF2","2","HGNC:17940","OTTHUMG00000172120.6",-1.16412854476584,4.34475806177956,-2.08561385064248,0.0374838964925613,0.485426736076596,-4.09326327267623
"ENSG00000073169.14","HAVANA","gene",NA,NA,"ENSG00000073169.14","protein_coding","SELENOO","2","HGNC:30395","OTTHUMG00000044645.4",0.58236080635679,3.80230224774065,2.08534893867416,0.0375080212611896,0.485426736076596,-4.23553104676883
"ENSG00000132423.12","HAVANA","gene",NA,NA,"ENSG00000132423.12","protein_coding","COQ3","2","HGNC:18175","OTTHUMG00000015264.2",-0.721096621492022,2.90591402628594,-2.08522027842148,0.0375197427586512,0.485426736076596,-3.99219407893505
"ENSG00000167705.12","HAVANA","gene",NA,NA,"ENSG00000167705.12","protein_coding","RILP","2","HGNC:30266","OTTHUMG00000090554.4",0.734769875934084,1.92363103521063,2.08471059649913,0.0375662076780163,0.485681227083968,-4.03366658132691
"ENSG00000131374.14","HAVANA","gene",NA,NA,"ENSG00000131374.14","protein_coding","TBC1D5","2","HGNC:19166","OTTHUMG00000155488.20",0.462733782747265,6.14525796403873,2.08412565525416,0.037619594082497,0.486024777148496,-4.36232577649469
"ENSG00000263874.2","HAVANA","gene",NA,NA,"ENSG00000263874.2","protein_coding","LINC00672","2","HGNC:44353","OTTHUMG00000178440.3",0.957649268959287,-0.0646693355221766,2.08275643500869,0.0377448132122504,0.486352655573373,-3.91300065277785
"ENSG00000151208.17","HAVANA","gene",NA,NA,"ENSG00000151208.17","protein_coding","DLG5","2","HGNC:2904","OTTHUMG00000018548.5",0.866749233860667,6.33985923222428,2.08251238058617,0.0377671699884257,0.486352655573373,-4.36456549306122
"ENSG00000135374.11","HAVANA","gene",NA,NA,"ENSG00000135374.11","protein_coding","ELF5","2","HGNC:3320","OTTHUMG00000166451.2",-3.79645398965869,2.50579853709979,-2.08216206066229,0.037799281035393,0.486352655573373,-3.87103195786189
"ENSG00000180730.5","HAVANA","gene",NA,NA,"ENSG00000180730.5","protein_coding","SHISA2","2","HGNC:20366","OTTHUMG00000016612.2",-3.00447289940327,3.55141153291191,-2.082039216656,0.0378105466844573,0.486352655573373,-3.90630849836051
"ENSG00000124225.16","HAVANA","gene",NA,NA,"ENSG00000124225.16","protein_coding","PMEPA1","1","HGNC:14107","OTTHUMG00000032831.4",-0.873404648528301,7.07404596169081,-2.08129676939456,0.0378786952411382,0.486352655573373,-4.3631217173545
"ENSG00000114547.10","HAVANA","gene",NA,NA,"ENSG00000114547.10","protein_coding","ROPN1B","2","HGNC:31927","OTTHUMG00000162651.7",-2.67991600994538,-0.731581106067796,-2.0810199230039,0.0379041335218189,0.486352655573373,-3.86046779663204
"ENSG00000240057.6","HAVANA","gene",NA,NA,"ENSG00000240057.6","lncRNA","AC078785.1","2",NA,"OTTHUMG00000159327.8",-0.732161301230294,-0.749358307878671,-2.08092243081781,0.0379130951478823,0.486352655573373,-3.86916616025976
"ENSG00000070601.10","HAVANA","gene",NA,NA,"ENSG00000070601.10","protein_coding","FRMPD1","2","HGNC:29159","OTTHUMG00000019927.4",-1.51405524158875,-1.18158504908309,-2.08088568978413,0.0379164729069105,0.486352655573373,-3.86065140964059
"ENSG00000163281.12","HAVANA","gene",NA,NA,"ENSG00000163281.12","protein_coding","GNPDA2","1","HGNC:21526","OTTHUMG00000099415.7",-0.558166055109032,4.20003818126214,-2.08073453320516,0.0379303720725143,0.486352655573373,-4.16499647235199
"ENSG00000180964.17","HAVANA","gene",NA,NA,"ENSG00000180964.17","protein_coding","TCEAL8","2","HGNC:28683","OTTHUMG00000022094.3",-0.519310073542712,5.58570525046988,-2.08069986866547,0.0379335601623922,0.486352655573373,-4.3124143955323
"ENSG00000229358.3","HAVANA","gene",NA,NA,"ENSG00000229358.3","unprocessed_pseudogene","DPY19L1P1","2","HGNC:22395","OTTHUMG00000152928.3",0.726150508568269,0.554682204405848,2.080489534847,0.0379529094170729,0.486352655573373,-3.93661049193315
"ENSG00000061337.15","HAVANA","gene",NA,NA,"ENSG00000061337.15","protein_coding","LZTS1","2","HGNC:13861","OTTHUMG00000097027.4",-0.8810103583297,3.72573660546982,-2.08015355176753,0.037983834996035,0.486352655573373,-4.06797350907924
"ENSG00000125447.18","HAVANA","gene",NA,NA,"ENSG00000125447.18","protein_coding","GGA3","1","HGNC:17079","OTTHUMG00000179483.7",0.420205747667433,5.37130526100025,2.08004549407209,0.0379937857382708,0.486352655573373,-4.35341229242947
"ENSG00000107874.11","HAVANA","gene",NA,NA,"ENSG00000107874.11","protein_coding","CUEDC2","2","HGNC:28352","OTTHUMG00000018958.3",0.4895306088484,5.41198253893686,2.07839696666835,0.038145870082089,0.487954863167216,-4.36037250751716
"ENSG00000136152.15","HAVANA","gene",NA,NA,"ENSG00000136152.15","protein_coding","COG3","2","HGNC:18619","OTTHUMG00000016855.7",0.417818607161585,5.08845609015492,2.0775920934559,0.0382203117831998,0.488122092463056,-4.34565214130211
"ENSG00000197937.13","HAVANA","gene",NA,NA,"ENSG00000197937.13","protein_coding","ZNF347","2","HGNC:16447","OTTHUMG00000182883.4",-0.708158922190593,4.04020536752484,-2.07705233964896,0.0382703022785222,0.488122092463056,-4.1325127594811
"ENSG00000213593.10","HAVANA","gene",NA,NA,"ENSG00000213593.10","protein_coding","TMX2","2","HGNC:30739","OTTHUMG00000167200.3",-0.479736024796447,6.35593744445943,-2.07704353213268,0.0382711184681726,0.488122092463056,-4.36315465203072
"ENSG00000143847.15","HAVANA","gene",NA,NA,"ENSG00000143847.15","protein_coding","PPFIA4","1","HGNC:9248","OTTHUMG00000042123.4",1.22545246475392,1.39738242606084,2.07700832287589,0.0382743814467157,0.488122092463056,-4.04155817466973
"ENSG00000099330.9","HAVANA","gene",NA,NA,"ENSG00000099330.9","protein_coding","OCEL1","2","HGNC:26221","OTTHUMG00000182726.2",0.651006260344659,4.09134386905831,2.07645114841868,0.038326048548877,0.488122092463056,-4.29139876798686
"ENSG00000213793.5","HAVANA","gene",NA,NA,"ENSG00000213793.5","protein_coding","ZNF888","2","HGNC:38695","OTTHUMG00000182819.4",-0.657222274827843,4.02436853570964,-2.07629384316729,0.0383406463120876,0.488122092463056,-4.13654809610143
"ENSG00000103152.12","HAVANA","gene",NA,NA,"ENSG00000103152.12","protein_coding","MPG","2","HGNC:7211","OTTHUMG00000047887.6",0.516755688269614,4.02299526501129,2.076106204913,0.0383580651448856,0.488122092463056,-4.27238317915089
"ENSG00000168938.6","HAVANA","gene",NA,NA,"ENSG00000168938.6","protein_coding","PPIC","2","HGNC:9256","OTTHUMG00000128921.3",-0.726505126611436,5.19466722807074,-2.07584174931296,0.0383826265384932,0.488122092463056,-4.26907056093258
"ENSG00000184007.22","HAVANA","gene",NA,NA,"ENSG00000184007.22","protein_coding","PTP4A2","2","HGNC:9635","OTTHUMG00000003801.16",0.612466976129221,8.41159985969704,2.07564070318882,0.0384013077265982,0.488122092463056,-4.33911184936883
"ENSG00000277161.2","HAVANA","gene",NA,NA,"ENSG00000277161.2","protein_coding","PIGW","2","HGNC:23213","OTTHUMG00000188438.4",-0.610624960560142,3.59275709751789,-2.07514030502391,0.0384478383344139,0.488371070532296,-4.0919321091275
"ENSG00000166169.17","HAVANA","gene",NA,NA,"ENSG00000166169.17","protein_coding","POLL","2","HGNC:9184","OTTHUMG00000018933.5",0.417591562285167,4.31221824341487,2.07391980626561,0.038561530646297,0.489062662780773,-4.29646200567108
"ENSG00000163069.13","HAVANA","gene",NA,NA,"ENSG00000163069.13","protein_coding","SGCB","2","HGNC:10806","OTTHUMG00000128697.2",-0.690904625337351,5.35693119897637,-2.07367797069384,0.0385840921727491,0.489062662780773,-4.29455519268883
"ENSG00000117616.18","HAVANA","gene",NA,NA,"ENSG00000117616.18","protein_coding","RSRP1","2","HGNC:25234","OTTHUMG00000043611.7",0.589762900752143,4.99906374887142,2.07353424844081,0.0385975057579605,0.489062662780773,-4.35709724117162
"ENSG00000213676.13","HAVANA","gene",NA,NA,"ENSG00000213676.13","protein_coding","ATF6B","2","HGNC:2349","OTTHUMG00000192589.4",0.421445444670116,6.68203277768903,2.07339816346277,0.0386102102195347,0.489062662780773,-4.3837929171117
"ENSG00000120265.18","HAVANA","gene",NA,NA,"ENSG00000120265.18","protein_coding","PCMT1","1","HGNC:8728","OTTHUMG00000015794.5",-0.497302674651844,6.08693457627702,-2.07260802784609,0.0386840452058496,0.489092504341781,-4.36054087793432
"ENSG00000105289.15","HAVANA","gene",NA,NA,"ENSG00000105289.15","protein_coding","TJP3","2","HGNC:11829","OTTHUMG00000180872.3",-1.092425069576,5.49182265116456,-2.07259713710163,0.0386850637419947,0.489092504341781,-4.26475085957457
"ENSG00000149823.9","HAVANA","gene",NA,NA,"ENSG00000149823.9","protein_coding","VPS51","1","HGNC:1172","OTTHUMG00000165600.3",0.59012785960614,5.46559601057604,2.07249984279082,0.0386941640212147,0.489092504341781,-4.37664643414677
"ENSG00000173905.9","HAVANA","gene",NA,NA,"ENSG00000173905.9","protein_coding","GOLIM4","1","HGNC:15448","OTTHUMG00000158554.3",-0.6145971188654,5.7672478359577,-2.0722184084712,0.038720497833524,0.489092504341781,-4.33613846502817
"ENSG00000241404.7","HAVANA","gene",NA,NA,"ENSG00000241404.7","protein_coding","EGFL8","2","HGNC:13944","OTTHUMG00000031222.15",0.917791938090571,-1.14505388986682,2.07109367454032,0.0388258917116905,0.490082251508428,-3.90707701436674
"ENSG00000196747.4","HAVANA","gene",NA,NA,"ENSG00000196747.4","protein_coding","H2AC13","2","HGNC:4725","OTTHUMG00000014484.1",1.79168355465354,-0.335942789876072,2.07070944158271,0.0388619524582226,0.490196068376996,-3.96472565201092
"ENSG00000196338.13","HAVANA","gene",NA,NA,"ENSG00000196338.13","protein_coding","NLGN3","2","HGNC:14289","OTTHUMG00000021790.2",0.747160710766613,0.267689816270077,2.07040855030929,0.0388902113997268,0.490211385140088,-3.9422972959389
"ENSG00000115204.15","HAVANA","gene",NA,NA,"ENSG00000115204.15","protein_coding","MPV17","1","HGNC:7224","OTTHUMG00000097074.8",0.386764749300375,5.63042629964494,2.06853405338114,0.0390666538769357,0.491765920770773,-4.38375433802627
"ENSG00000283526.1","HAVANA","gene",NA,NA,"ENSG00000283526.1","protein_coding","PRRT1B","2","HGNC:53642","OTTHUMG00000191656.1",-2.28936596755753,-1.18248098617342,-2.06852191062388,0.0390677990681845,0.491765920770773,-3.88402581888434
"ENSG00000183908.7","HAVANA","gene",NA,NA,"ENSG00000183908.7","protein_coding","LRRC55","2","HGNC:32324","OTTHUMG00000159309.4",-1.21268359363579,-0.0298075697859472,-2.06810102531334,0.0391075107067013,0.491924177008791,-3.89680909999815
"ENSG00000108840.15","HAVANA","gene",NA,NA,"ENSG00000108840.15","protein_coding","HDAC5","1","HGNC:14068","OTTHUMG00000181806.2",0.537471332568036,5.9613264755333,2.06668437782495,0.0392414278155953,0.493128742856599,-4.39646956336764
"ENSG00000013441.16","HAVANA","gene",NA,NA,"ENSG00000013441.16","protein_coding","CLK1","2","HGNC:2068","OTTHUMG00000132784.4",0.484171132630498,6.04859210283832,2.0662579150825,0.0392818181556495,0.493128742856599,-4.39767447774118
"ENSG00000196591.12","HAVANA","gene",NA,NA,"ENSG00000196591.12","protein_coding","HDAC2","1","HGNC:4853","OTTHUMG00000015411.5",-0.61959612652573,6.98008028716286,-2.06614488413025,0.0392925292637539,0.493128742856599,-4.39620975215607
"ENSG00000163064.7","HAVANA","gene",NA,NA,"ENSG00000163064.7","protein_coding","EN1","2","HGNC:3342","OTTHUMG00000131401.4",-2.46192089488707,1.57304231154831,-2.06574954647744,0.0393300120534228,0.493128742856599,-3.90677751594809
"ENSG00000147889.18","HAVANA","gene",NA,NA,"ENSG00000147889.18","protein_coding","CDKN2A","1","HGNC:1787","OTTHUMG00000019686.7",-1.91173945522939,3.04595725881627,-2.06565162841606,0.0393393005721418,0.493128742856599,-3.95934087458568
"ENSG00000181092.10","HAVANA","gene",NA,NA,"ENSG00000181092.10","protein_coding","ADIPOQ","2","HGNC:13633","OTTHUMG00000156521.3",-3.66942500316494,0.977688261232196,-2.06487973677961,0.0394125877161291,0.493304710950342,-3.89134156408523
"ENSG00000066044.15","HAVANA","gene",NA,NA,"ENSG00000066044.15","protein_coding","ELAVL1","1","HGNC:3312","OTTHUMG00000182470.4",-0.314614477543357,6.70038892617798,-2.0648071254585,0.0394194877652244,0.493304710950342,-4.39918903980149
"ENSG00000137806.10","HAVANA","gene",NA,NA,"ENSG00000137806.10","protein_coding","NDUFAF1","2","HGNC:18828","OTTHUMG00000130340.5",0.43930026843478,4.10466602734434,2.06411320537264,0.0394854809251672,0.493304710950342,-4.29855700502032
"ENSG00000007047.15","HAVANA","gene",NA,NA,"ENSG00000007047.15","protein_coding","MARK4","2","HGNC:13538","OTTHUMG00000181769.3",0.456407948594994,5.47648547384683,2.06409112710325,0.0394875821546466,0.493304710950342,-4.39019239395774
"ENSG00000267278.6","HAVANA","gene",NA,NA,"ENSG00000267278.6","lncRNA","MAP3K14-AS1","2","HGNC:44359","OTTHUMG00000180362.4",0.613728046655996,2.14944523870629,2.06407187005202,0.0394894149613233,0.493304710950342,-4.08585464115576
