"","Gene","gene_id","gene_type","logFC.x","P.Value.x","adj.P.Val.x","chr","Name","Relation_to_Island","Gene_Group","logFC.y","P.Value.y","adj.P.Val.y","Gene_expression","DNA_Methylation"
"2037","ST14","ENSG00000149418.11","protein_coding",-1.14644808706342,0.00385241245165518,0.183135682103294,"chr11","cg21029769","N_Shore","TSS200",0.576359014565838,0.0108833711821056,0.248267899301789,"Down","Hyper"
"2038","ST14","ENSG00000149418.11","protein_coding",-1.14644808706342,0.00385241245165518,0.183135682103294,"chr11","cg08145723","N_Shore","TSS1500",0.71864030252785,0.0121575690109022,0.262162966420445,"Down","Hyper"
"2039","ST3GAL4","ENSG00000110080.20","protein_coding",0.852317334212795,0.0135679135292264,0.321135037910028,"chr11","cg08203715","S_Shore","1stExon",-1.24119741118291,0.0278523596593868,0.384684443335083,"Up","Hypo"
"2040","ST6GALNAC4","ENSG00000136840.19","protein_coding",1.1675503167264,0.0024337645259816,0.140045764437913,"chr9","cg04444465","Island","5'UTR",-1.50403478213733,0.0468460366049121,0.47962102974673,"Up","Hypo"
"2041","ST8SIA2","ENSG00000140557.12","protein_coding",-4.01772734032472,1.04993298533444e-05,0.00341256346224431,"chr15","cg20339230","Island","1stExon",-2.12866855416538,0.00690592985574008,0.196442877485472,"Down","Hypo"
"2042","ST8SIA2","ENSG00000140557.12","protein_coding",-4.01772734032472,1.04993298533444e-05,0.00341256346224431,"chr15","cg10549480","OpenSea","Body",-1.22489765495394,0.0215246678510855,0.342629074416324,"Down","Hypo"
"2043","ST8SIA2","ENSG00000140557.12","protein_coding",-4.01772734032472,1.04993298533444e-05,0.00341256346224431,"chr15","cg08415838","Island","TSS1500",-1.41321683876176,0.0313828031192817,0.405755873399998,"Down","Hypo"
"2044","ST8SIA2","ENSG00000140557.12","protein_coding",-4.01772734032472,1.04993298533444e-05,0.00341256346224431,"chr15","cg24288310","Island","TSS1500",-2.14795155629416,0.0121653808742297,0.262234433573301,"Down","Hypo"
"2045","STAB1","ENSG00000010327.10","protein_coding",0.996358461494917,0.0016152942839467,0.111513942478336,"chr3","cg18075011","OpenSea","Body",-1.4024654240986,0.0319726078096082,0.409273753973131,"Up","Hypo"
"2046","STAR","ENSG00000147465.12","protein_coding",1.56350353148668,0.00913543409642959,0.271902920249397,"chr8","cg09630404","OpenSea","5'UTR",-1.40990928196621,0.0262095246428503,0.374578484732765,"Up","Hypo"
"2047","STAT5B","ENSG00000173757.10","protein_coding",0.655368196980338,0.014529699297558,0.328385697590444,"chr17","cg10624749","Island","5'UTR",0.666477360754899,0.0134734886530683,0.275606013103681,"Up","Hyper"
"2048","STK19","ENSG00000204344.14","protein_coding",0.3773745117289,0.048618704439818,0.528969169673554,"chr6","cg09230350","N_Shelf","TSS1500",-1.34996788707232,0.00235446302620353,0.110741541899703,"Up","Hypo"
"2049","STT3A","ENSG00000134910.14","protein_coding",-0.47390641248841,0.0456481673944425,0.515525658686395,"chr11","cg11127561","N_Shore","TSS1500",-0.622455879863892,0.0177551074952592,0.314770900009482,"Down","Hypo"
"2050","STX4","ENSG00000103496.15","protein_coding",0.457204782008146,0.0487311026418113,0.529874005090265,"chr16","cg05916757","N_Shelf","3'UTR",-0.715624670924651,0.00718205795606487,0.200844046903935,"Up","Hypo"
"2051","STX4","ENSG00000103496.15","protein_coding",0.457204782008146,0.0487311026418113,0.529874005090265,"chr16","cg09775103","Island","Body",0.407802930392514,0.0358491362545273,0.430604202463526,"Up","Hyper"
"2052","STX6","ENSG00000135823.14","protein_coding",-0.490053393585645,0.0159537274219743,0.341826205769466,"chr1","cg15084269","S_Shore","TSS1500",1.32890563118979,0.0165351293313692,0.304776466311415,"Down","Hyper"
"2053","STX6","ENSG00000135823.14","protein_coding",-0.490053393585645,0.0159537274219743,0.341826205769466,"chr1","cg23954193","Island","Body",0.49265525834165,0.0219132139667289,0.345503213666361,"Down","Hyper"
"2054","SULT1B1","ENSG00000173597.9","protein_coding",1.73020617361044,0.0108958183821561,0.287060470922908,"chr4","cg16414852","OpenSea","5'UTR",-1.50694502150848,5.4377736042524e-05,0.0115506428461029,"Up","Hypo"
"2055","SYNGAP1","ENSG00000197283.17","protein_coding",0.799381462588703,0.00138188084340587,0.105687646276687,"chr6","cg24571227","N_Shelf","Body",-1.24522188189467,0.00453168282022043,0.157640975569607,"Up","Hypo"
"2056","SYNGAP1","ENSG00000197283.17","protein_coding",0.799381462588703,0.00138188084340587,0.105687646276687,"chr6","cg21029167","S_Shelf","Body",-0.941822870906238,0.0379112100367557,0.440465173645514,"Up","Hypo"
"2057","SYNGAP1","ENSG00000197283.17","protein_coding",0.799381462588703,0.00138188084340587,0.105687646276687,"chr6","cg26888941","S_Shelf","Body",-0.530689429802115,0.00964135718801309,0.233232578532013,"Up","Hypo"
"2058","SYNGAP1","ENSG00000197283.17","protein_coding",0.799381462588703,0.00138188084340587,0.105687646276687,"chr6","cg15741764","N_Shelf","Body",-0.546942688259892,0.0412778500304983,0.45545596727698,"Up","Hypo"
"2059","SYNGR1","ENSG00000100321.15","protein_coding",0.923951118090137,0.0200562866643724,0.375419443152501,"chr22","cg22263548","Island","Body",-0.472012886940957,0.0396404458461214,0.448494425691569,"Up","Hypo"
"2060","SYNGR1","ENSG00000100321.15","protein_coding",0.923951118090137,0.0200562866643724,0.375419443152501,"chr22","cg03442977","S_Shore","Body",-0.530639806852692,0.0107103156054103,0.246335706177973,"Up","Hypo"
"2061","SYNM","ENSG00000182253.15","protein_coding",-2.02211084730105,0.0397410816615466,0.495765207293319,"chr15","cg05951351","OpenSea","Body",-1.05947442040703,0.0310899307049022,0.404109975583073,"Down","Hypo"
"2062","SYNM","ENSG00000182253.15","protein_coding",-2.02211084730105,0.0397410816615466,0.495765207293319,"chr15","cg00802617","OpenSea","Body",-0.935949644618617,0.0491404224842117,0.488705306903629,"Down","Hypo"
"2063","SYNM","ENSG00000182253.15","protein_coding",-2.02211084730105,0.0397410816615466,0.495765207293319,"chr15","cg27038724","OpenSea","Body",-1.14013271547631,0.00294385785052507,0.124732512519068,"Down","Hypo"
"2064","SYNM","ENSG00000182253.15","protein_coding",-2.02211084730105,0.0397410816615466,0.495765207293319,"chr15","cg18640327","OpenSea","3'UTR",-1.4489142555525,0.000264921024184686,0.0313819745008447,"Down","Hypo"
"2065","SYNM","ENSG00000182253.15","protein_coding",-2.02211084730105,0.0397410816615466,0.495765207293319,"chr15","cg27344022","OpenSea","Body",-0.957420920914998,0.00353042912977774,0.137926588389367,"Down","Hypo"
"2066","SYT1","ENSG00000067715.14","protein_coding",2.36359720705912,0.00624152380047459,0.231405455768468,"chr12","cg03205584","OpenSea","5'UTR",-1.82598533076357,0.0350228795580836,0.426218209365229,"Up","Hypo"
"2067","SYT2","ENSG00000143858.12","protein_coding",1.01607120332629,0.0264420324344724,0.419141581903062,"chr1","cg06375903","N_Shore","5'UTR",-1.48919458942246,0.0143467088696734,0.283921018101915,"Up","Hypo"
"2068","TACSTD2","ENSG00000184292.7","protein_coding",-1.6566508632253,0.0016100876627569,0.111513942478336,"chr1","cg27398499","S_Shore","TSS1500",1.02671629037874,0.0252760358255034,0.36862815647749,"Down","Hyper"
"2069","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg03942051","S_Shore","TSS1500",-1.48767731638053,0.00275548023920877,0.120309406198421,"Down","Hypo"
"2070","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg23371746","S_Shore","TSS1500",-2.40129812419158,1.66293867724539e-05,0.00530352678159512,"Down","Hypo"
"2071","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg09789768","S_Shore","5'UTR",-1.84184126497492,0.00079792080956253,0.0600278112978865,"Down","Hypo"
"2072","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg16990168","N_Shore","5'UTR",-1.96052299457039,0.000869577898154424,0.0629074902061574,"Down","Hypo"
"2073","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg10145246","N_Shore","5'UTR",-1.8262757912128,0.00472547366048368,0.161422680139651,"Down","Hypo"
"2074","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg13655674","Island","5'UTR",-2.18068719181278,0.00174936486903498,0.0937128258475484,"Down","Hypo"
"2075","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg21295088","N_Shore","5'UTR",-1.4330812357094,0.0280189573638077,0.385781279330508,"Down","Hypo"
"2076","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg18944010","S_Shore","5'UTR",-1.78775754986424,0.00182861554697837,0.0961033336323397,"Down","Hypo"
"2077","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg06158650","Island","5'UTR",-1.97793293074264,0.000317048652759009,0.0352328970743721,"Down","Hypo"
"2078","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg22378919","N_Shore","5'UTR",-1.63820820313017,0.00922242842553075,0.228072031063762,"Down","Hypo"
"2079","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg05940231","Island","TSS200",-1.48943478403634,0.0323393031729121,0.41148626448573,"Down","Hypo"
"2080","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg10703826","Island","1stExon",-2.76539781707133,0.000660506789683239,0.05405093743346,"Down","Hypo"
"2081","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg26272623","S_Shore","TSS200",-1.24686416223159,0.0118609025988368,0.258768479046461,"Down","Hypo"
"2082","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg07892597","Island","1stExon",-1.50915986702646,0.00187670771688179,0.097635019453284,"Down","Hypo"
"2083","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg02362103","S_Shore","TSS1500",-1.89137804987856,0.000405271449795862,0.0407611561671293,"Down","Hypo"
"2084","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg09260773","N_Shore","5'UTR",-1.39983058952955,0.0336608819912083,0.419328832900938,"Down","Hypo"
"2085","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg12664119","S_Shore","TSS200",-1.11236831615785,0.00762015976070073,0.20741565621815,"Down","Hypo"
"2086","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg22820316","S_Shore","TSS1500",-1.97874831989673,0.000591666730640478,0.050533635508019,"Down","Hypo"
"2087","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg21647227","Island","5'UTR",-1.84251645481533,0.00161961248731706,0.0897110745600238,"Down","Hypo"
"2088","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg00466334","S_Shore","TSS1500",-0.991510351246766,0.0116424746224036,0.256530648130053,"Down","Hypo"
"2089","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg08942939","S_Shore","TSS1500",-2.01978526177083,0.00188548089425055,0.0978273373034567,"Down","Hypo"
"2090","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg05363616","N_Shore","5'UTR",-2.09694114767007,0.000502996693831115,0.0459743729142265,"Down","Hypo"
"2091","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg25340966","Island","TSS200",-2.16624705462381,0.0139898997541008,0.280195365907273,"Down","Hypo"
"2092","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg07820868","N_Shore","5'UTR",-1.78109617434976,0.00818877732281969,0.214966453755637,"Down","Hypo"
"2093","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg14565725","Island","1stExon",-1.38922347206622,0.00932879312110071,0.229363052659273,"Down","Hypo"
"2094","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg24884142","Island","1stExon",-2.05522600220627,0.00358192145237324,0.138952237207763,"Down","Hypo"
"2095","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg02177231","Island","5'UTR",-1.70454698992246,0.0185357996552038,0.32040562727032,"Down","Hypo"
"2096","TBX15","ENSG00000092607.15","protein_coding",-1.04425318593227,0.0273508967552347,0.424154307994126,"chr1","cg24720355","N_Shore","5'UTR",-1.79037877052276,0.000509610753149858,0.0462794916194728,"Down","Hypo"
"2097","TBX18","ENSG00000112837.17","protein_coding",-1.37221186282817,0.0267322813040495,0.421347244275827,"chr6","cg02106850","Island","TSS200",-2.95159320005136,0.000187189183876134,0.0250692804277658,"Down","Hypo"
"2098","TBX18","ENSG00000112837.17","protein_coding",-1.37221186282817,0.0267322813040495,0.421347244275827,"chr6","cg09817427","S_Shore","TSS1500",-1.75867516098742,0.0209413601224175,0.338647618201533,"Down","Hypo"
"2099","TBX18","ENSG00000112837.17","protein_coding",-1.37221186282817,0.0267322813040495,0.421347244275827,"chr6","cg06733419","Island","Body",-1.60922663101591,0.0323915196976581,0.411873964076074,"Down","Hypo"
"2100","TBX18","ENSG00000112837.17","protein_coding",-1.37221186282817,0.0267322813040495,0.421347244275827,"chr6","cg22496809","Island","Body",-1.85716053039718,0.0228617029118554,0.352719512061979,"Down","Hypo"
"2101","TBX18","ENSG00000112837.17","protein_coding",-1.37221186282817,0.0267322813040495,0.421347244275827,"chr6","cg07028914","Island","TSS200",-3.24833562247362,0.000651263180172104,0.0535797185866824,"Down","Hypo"
"2102","TBX18","ENSG00000112837.17","protein_coding",-1.37221186282817,0.0267322813040495,0.421347244275827,"chr6","cg14068328","Island","TSS200",-2.01882087870737,0.000723813278280528,0.0568394265173137,"Down","Hypo"
"2103","TBX18","ENSG00000112837.17","protein_coding",-1.37221186282817,0.0267322813040495,0.421347244275827,"chr6","cg09749813","S_Shore","TSS1500",-1.5459787936251,0.0483359241972692,0.48508970359264,"Down","Hypo"
"2104","TBX18","ENSG00000112837.17","protein_coding",-1.37221186282817,0.0267322813040495,0.421347244275827,"chr6","cg09259037","S_Shore","TSS1500",-2.29545040631517,0.026917611877699,0.378879574234625,"Down","Hypo"
"2105","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg17645823","Island","TSS200",-1.27726517092168,0.0159288327059068,0.299280968443507,"Down","Hypo"
"2106","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg06875424","S_Shore","Body",-1.06759284197635,0.00558237540977077,0.176211859113873,"Down","Hypo"
"2107","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg06717565","N_Shore","Body",-1.38505327140922,0.00318107255272531,0.130105131316117,"Down","Hypo"
"2108","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg08318726","N_Shore","TSS1500",-2.00144568397021,0.0357951908539438,0.430375074160633,"Down","Hypo"
"2109","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg18689332","N_Shore","Body",-2.10954624564956,0.00194410414240624,0.0991773668442962,"Down","Hypo"
"2110","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg26196480","Island","TSS200",-1.93837151486046,0.0253352038594405,0.368930311408732,"Down","Hypo"
"2111","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg02011607","OpenSea","3'UTR",-1.37264365346279,0.00507502121329813,0.167633935676156,"Down","Hypo"
"2112","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg00182639","N_Shore","Body",-1.5287248270323,8.3054056497948e-05,0.0151257471180005,"Down","Hypo"
"2113","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg05065572","Island","Body",-2.76894596867937,1.594086893151e-05,0.00515740860455794,"Down","Hypo"
"2114","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg14264795","N_Shore","TSS1500",-1.2963556406886,0.0191553366861231,0.325087582872798,"Down","Hypo"
"2115","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg22045225","N_Shore","5'UTR",-1.07599522249574,0.0387672855031863,0.444642758058882,"Down","Hypo"
"2116","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg16458436","Island","TSS200",-1.72920494364477,0.00214751785615167,0.105054133517218,"Down","Hypo"
"2117","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg19787532","N_Shore","5'UTR",-1.61807810028392,0.0249174748134524,0.36655069129844,"Down","Hypo"
"2118","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg21611810","N_Shore","5'UTR",-1.76421042471062,0.0297480613026333,0.396110354322063,"Down","Hypo"
"2119","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg09042277","Island","Body",-1.36903071575526,0.0385010459943015,0.443198647382571,"Down","Hypo"
"2120","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg12670347","Island","TSS1500",-1.62090773288241,0.00781640602181749,0.210044081003386,"Down","Hypo"
"2121","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg20099830","N_Shore","5'UTR",-1.8964872457844,0.0188667783701836,0.323017713306246,"Down","Hypo"
"2122","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg10281002","Island","TSS200",-2.5808717846925,0.0020929082212109,0.103401169018199,"Down","Hypo"
"2123","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg14431443","Island","TSS200",-1.33762795568514,8.42328725491649e-05,0.0152741669127651,"Down","Hypo"
"2124","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg04562909","S_Shore","Body",-1.47024860371034,0.024862043376573,0.366294920708209,"Down","Hypo"
"2125","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg03877376","Island","1stExon",-1.64111720674484,0.0189160311970985,0.323415788863618,"Down","Hypo"
"2126","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg16605327","Island","TSS1500",-1.58981593543206,0.033550857149354,0.418454922927774,"Down","Hypo"
"2127","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg06725552","N_Shore","Body",-1.46711396637702,0.00781314778379844,0.210015583624626,"Down","Hypo"
"2128","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg21907579","Island","1stExon",-2.45551640148264,0.000375698031949605,0.0389622826844092,"Down","Hypo"
"2129","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg11357746","N_Shore","Body",-2.54674571432811,0.00665553204655945,0.192898422036072,"Down","Hypo"
"2130","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg02712224","Island","Body",-1.62653298858119,0.00929147008730738,0.228780395665391,"Down","Hypo"
"2131","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg25399352","N_Shore","Body",-2.01206946363783,0.00762503108389128,0.207478442622026,"Down","Hypo"
"2132","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg00590029","Island","Body",-1.17582999953607,0.0300275505857919,0.397804053244617,"Down","Hypo"
"2133","TBX5","ENSG00000089225.20","protein_coding",-3.31004992573905,9.11581184528125e-09,2.36047436439383e-05,"chr12","cg00642359","N_Shore","5'UTR",-1.11178345367032,0.03355357573034,0.418457747711253,"Down","Hypo"
"2134","TBX6","ENSG00000149922.11","protein_coding",1.49576962212218,2.96810716370276e-05,0.00799604043292485,"chr16","cg05806717","N_Shore","5'UTR",-1.36919308781606,0.00616550788172137,0.185566591725577,"Up","Hypo"
"2135","TCIRG1","ENSG00000110719.10","protein_coding",0.892726329470346,0.00562079034623051,0.218120907555398,"chr11","cg23334365","Island","TSS200",1.32609845737438,0.0404644975790897,0.452118103387356,"Up","Hyper"
"2136","TCIRG1","ENSG00000110719.10","protein_coding",0.892726329470346,0.00562079034623051,0.218120907555398,"chr11","cg07421737","OpenSea","Body",-1.28244832311539,0.0188235500022458,0.322638083094364,"Up","Hypo"
"2137","TCIRG1","ENSG00000110719.10","protein_coding",0.892726329470346,0.00562079034623051,0.218120907555398,"chr11","cg26002713","Island","TSS200",1.33614100650562,0.020211247947237,0.333207350242467,"Up","Hyper"
"2138","TCIRG1","ENSG00000110719.10","protein_coding",0.892726329470346,0.00562079034623051,0.218120907555398,"chr11","cg26898077","OpenSea","Body",-0.737196092257688,0.0388651913587949,0.445145759196963,"Up","Hypo"
"2139","TCTEX1D1","ENSG00000152760.10","protein_coding",-1.61720348249726,3.77966189426415e-05,0.00889742227213401,"chr1","cg24161501","Island","5'UTR",-2.0836501238781,0.00620232011205105,0.186123917307647,"Down","Hypo"
"2140","TCTEX1D1","ENSG00000152760.10","protein_coding",-1.61720348249726,3.77966189426415e-05,0.00889742227213401,"chr1","cg14207728","N_Shore","TSS1500",-2.19433787081796,0.00579514190069011,0.179668171724453,"Down","Hypo"
"2141","TCTEX1D1","ENSG00000152760.10","protein_coding",-1.61720348249726,3.77966189426415e-05,0.00889742227213401,"chr1","cg11824639","Island","TSS200",-1.79637625342274,0.0223492153190792,0.348466758621005,"Down","Hypo"
"2142","TCTEX1D1","ENSG00000152760.10","protein_coding",-1.61720348249726,3.77966189426415e-05,0.00889742227213401,"chr1","cg15026099","S_Shelf","Body",-1.18468490525227,0.00321970375057291,0.130896215260139,"Down","Hypo"
"2143","TCTEX1D1","ENSG00000152760.10","protein_coding",-1.61720348249726,3.77966189426415e-05,0.00889742227213401,"chr1","cg25339566","Island","5'UTR",-4.3493434980887,8.23969750135364e-06,0.00326696709856504,"Down","Hypo"
"2144","TCTEX1D1","ENSG00000152760.10","protein_coding",-1.61720348249726,3.77966189426415e-05,0.00889742227213401,"chr1","cg16996144","N_Shore","TSS200",-1.57687617423406,0.0083489455017364,0.216979544184889,"Down","Hypo"
"2145","TCTEX1D1","ENSG00000152760.10","protein_coding",-1.61720348249726,3.77966189426415e-05,0.00889742227213401,"chr1","cg24110050","N_Shore","TSS1500",-2.53035766166119,0.00108894037832334,0.0713059838077769,"Down","Hypo"
"2146","TCTEX1D1","ENSG00000152760.10","protein_coding",-1.61720348249726,3.77966189426415e-05,0.00889742227213401,"chr1","cg19159365","S_Shore","5'UTR",-2.49740727183541,2.78649305628812e-06,0.00153658848950267,"Down","Hypo"
"2147","TCTEX1D1","ENSG00000152760.10","protein_coding",-1.61720348249726,3.77966189426415e-05,0.00889742227213401,"chr1","cg17284804","Island","TSS200",-3.41947109399999,0.000172581335602079,0.0238508826224589,"Down","Hypo"
"2148","TCTEX1D1","ENSG00000152760.10","protein_coding",-1.61720348249726,3.77966189426415e-05,0.00889742227213401,"chr1","cg08857729","N_Shore","TSS1500",-2.11135136515066,0.00108808097711393,0.0712980621395509,"Down","Hypo"
"2149","TDRD5","ENSG00000162782.16","protein_coding",-1.93021737647105,0.0321326409902643,0.454318448197762,"chr1","cg20992354","S_Shelf","Body",-1.49441615502529,0.00271129124989186,0.119085150606511,"Down","Hypo"
"2150","TDRD5","ENSG00000162782.16","protein_coding",-1.93021737647105,0.0321326409902643,0.454318448197762,"chr1","cg21941251","OpenSea","Body",-1.76717558640577,4.66029769781566e-05,0.0105037480218929,"Down","Hypo"
"2151","TECPR1","ENSG00000205356.10","protein_coding",0.454710343233282,0.0419474605141389,0.502240097659196,"chr7","cg07811634","OpenSea","Body",-0.568690279692327,0.00853086180471475,0.219247130799246,"Up","Hypo"
"2152","TEX2","ENSG00000136478.8","protein_coding",-0.647024657786417,0.0214484407684624,0.385172168249585,"chr17","cg09562938","OpenSea","5'UTR",1.50645425132018,0.0040693057808431,0.148768432589699,"Down","Hyper"
"2153","TFAP2A","ENSG00000137203.15","protein_coding",-1.44025926633905,0.000401943815743102,0.0506585891645613,"chr6","cg04389897","Island","3'UTR",-1.45947899328272,0.038241059001142,0.442075725039524,"Down","Hypo"
"2154","TFAP2B","ENSG00000008196.13","protein_coding",-5.50266352118321,0.0171548896216446,0.349774498629843,"chr6","cg20894686","OpenSea","Body",-1.41300255743253,0.0086153341704629,0.220263506189923,"Down","Hypo"
"2155","TFPI2","ENSG00000105825.14","protein_coding",1.93332013623523,0.0241504910336848,0.403457880623568,"chr7","cg09558850","S_Shore","TSS1500",-1.29433994484338,0.045092928240444,0.472819654837387,"Up","Hypo"
"2156","TFR2","ENSG00000106327.13","protein_coding",1.66319853622065,0.00963316705920328,0.278486102256968,"chr7","cg04423314","OpenSea","TSS200",-0.753120630337582,0.0456816478036919,0.475400570765982,"Up","Hypo"
"2157","TFR2","ENSG00000106327.13","protein_coding",1.66319853622065,0.00963316705920328,0.278486102256968,"chr7","cg03808577","S_Shore","Body",-0.971679971305776,0.000546675525968447,0.0481229222896283,"Up","Hypo"
"2158","TFR2","ENSG00000106327.13","protein_coding",1.66319853622065,0.00963316705920328,0.278486102256968,"chr7","cg10681065","OpenSea","5'UTR",-0.853031521971105,0.0253823758893029,0.369232978001941,"Up","Hypo"
"2159","TGM2","ENSG00000198959.12","protein_coding",1.82178758259903,0.000119318444388112,0.0216276612297892,"chr20","cg06447795","S_Shore","TSS1500",-1.32619030646987,0.00492361823903437,0.165183702894948,"Up","Hypo"
"2160","THRA","ENSG00000126351.13","protein_coding",0.751289682475674,0.0280283137440539,0.429814902643589,"chr17","cg07805952","N_Shelf","Body",-0.777935244544019,0.01020796516751,0.240350594284131,"Up","Hypo"
"2161","THRA","ENSG00000126351.13","protein_coding",0.751289682475674,0.0280283137440539,0.429814902643589,"chr17","cg03152602","OpenSea","Body",-0.822108816571127,0.00060578882920308,0.0511414909335374,"Up","Hypo"
